location,Anxiety_disorders,Attention_deficit_hyperactivity_disorder,Autism_spectrum_disorders,Bipolar_disorder,Conduct_disorder,Depressive_disorders,Eating_disorders,Idiopathic_developmental_intellectual_disability,Mental_disorders,Other_mental_disorders,Schizophrenia
Puerto Rico,838.9731175299356,106.6486118257679,111.14932769879589,156.99202394970857,69.88596096084648,785.3004613542508,104.59052513137142,20.88780343527712,2512.232834478573,109.92654067005614,207.87846192256475
Qatar,388.5445692802334,52.17955000082934,186.0608849088527,140.90603989723354,53.9284228796975,605.9751461091495,95.3226209171142,27.388760964644906,1902.8555266358376,121.50426522015115,231.0452664579314
Republic of Korea,581.2540967872062,46.65580339970545,322.02476038329826,81.29068729087126,60.16757735889623,495.2558424177405,81.55147354845023,1.8254406700935857,1988.50964893558,122.17413166677146,196.30983541254693
Republic of Moldova,577.5907069963821,24.77159357626296,135.69306128844377,102.77216540190332,69.03292400005412,565.1640168750415,36.8026690633234,52.93769211984882,1821.4789078858023,110.81310717255214,145.90097139198778
Romania,588.8186120982605,24.75269755756684,120.12779084736852,119.43654254706446,68.85356771684825,343.9607244311872,50.57212067042982,52.39266050332045,1667.4642749729833,111.6594215509902,186.890137049946
Russian Federation,407.272846849691,24.73779055374696,139.66370087913097,103.53736425311436,75.75681285788946,660.2881673000154,52.39758407659384,57.35358759656432,1752.0786798915206,102.97515612980428,128.09566939497125
Rwanda,570.4049969035445,50.92976240031293,155.0476932009615,95.9267998041838,70.57973182419185,688.0987710514429,24.39585245790256,14.762722322562468,1961.1180442832745,110.01881387121684,180.95290044695483
Saint Kitts and Nevis,737.554216463602,105.2129235641388,106.40642024893272,155.40621781508904,68.28974891216669,653.3847742345582,98.05732873121428,21.87781459996003,2259.3045477559576,110.29460316917545,202.82050001712216
Saint Lucia,743.5395201380533,107.01652426742176,113.06384902041962,154.91730202584486,69.45432391626433,655.2632416242026,76.00293496990258,22.343093010821832,2253.6160638866995,110.85283287267912,201.1624420410894
Saint Vincent and the Grenadines,708.2037828844324,107.28998105843888,109.93872357320126,154.45023397083193,69.52992726922325,625.9298717710295,75.0021733818643,22.25122841259094,2183.5488115676526,111.63265955908028,199.32022968695887
Samoa,496.7489799683888,37.65384209432211,121.44094729777056,80.60181304647271,58.346621291910544,554.5857221836832,30.33401725309442,28.003535660235688,1721.8326882075028,112.37517302076024,201.74203639086517
San Marino,1024.6984544094507,49.443943070575386,182.4613495256183,135.43800796625663,72.95103212518102,731.6254710147592,113.95584865721894,24.124149615665115,2635.0828081960794,120.05195877510576,180.33259303624905
Sao Tome and Principe,794.1067212881835,38.76573847684356,133.76546522506655,97.87931830954624,69.48106590829408,588.8072689436174,29.577167187429737,11.709089060769529,2069.657796287342,111.92274607202629,193.64321581556413
Saudi Arabia,694.1880855450953,75.73382818286001,141.34369149022996,149.44349201816283,53.96138385442416,764.8728174444047,76.655285283197,30.43515095413612,2314.577338277543,116.53482171222224,211.4087817928124
Senegal,699.7102770893322,38.855913119755954,133.64444953054343,96.53480841295296,70.16613229425725,640.2000347287724,27.84194505354294,10.947309628625138,2015.985515722627,110.6767877409242,187.40785812392008
Serbia,737.8570776743179,25.10195860803765,125.33571527706638,100.5467448779049,69.77428609586457,436.07965596100297,44.687222438379024,57.19331352786909,1900.2423002573048,112.3216408839243,191.34468491293916
Seychelles,285.1044182539409,26.249542482309625,117.32451731877669,67.42388984926674,51.30542029847115,470.067014786847,43.08247695457848,31.626143169536416,1407.5464969304344,115.53335969076724,199.8297141259418
Sierra Leone,839.2543005331348,38.279705243311255,127.29401682192196,96.03025447315336,68.49163198156954,616.0677972646687,23.096144455581168,11.65266395257806,2112.063287961415,110.84967609837751,181.0470971371188
Singapore,367.55060119533886,64.67718041379781,327.53823151683906,126.08375230675864,63.15916696405661,316.92800567112505,106.34418179639944,4.716599863711566,1759.5042708427495,122.5178794856034,259.98867162911944
Slovakia,575.3876488434344,24.767718539763734,122.16142782167248,100.268521757402,69.00478342977107,443.54613036192006,54.25778463469415,52.219303986250544,1743.9241936805208,111.52829567223236,190.7825786333796
Slovenia,736.0921367011114,24.974946427274347,129.88534181830755,100.74248223768444,68.98203841709855,442.72726198510935,55.05772519080064,52.161551598255855,1917.542207187407,112.31138750168674,194.60733531007835
Solomon Islands,483.9758861314761,37.653832037310416,113.30743257566024,80.12146137401261,57.78013043787881,672.2117014787677,23.559948896274104,34.039788631363564,1807.380626755853,112.58421545400658,192.1462297391016
Somalia,415.271410741259,51.74090726743295,146.43844413521134,94.73534764054122,71.11247113552999,773.7534693277117,16.249387273698677,10.35224747537542,1865.0164543710057,110.64369710080103,174.71907227344477
South Africa,625.778800824424,43.61359571805682,133.0333049167076,98.5557659093069,77.3205333846712,658.0153177975969,42.78460131911034,14.475160160939412,1974.2866729194,102.17130348675936,178.53828940182757
South Sudan,674.6070807182448,51.01585279002615,142.7588424126179,94.28738514318098,70.70943958546837,716.7452982021936,21.95501173347948,13.057453836780365,2076.450958538064,110.0305763911044,181.28401772496815
Spain,868.9712303554348,98.72470201443988,187.1157918728209,128.81480688154488,72.93335058432561,720.6948733885463,120.10479504414047,32.06099419121987,2487.4605673566384,120.33579954849644,137.70422347566802
Sri Lanka,231.50335689774224,67.33917757388986,119.56984487501369,67.69343794339416,50.49341700938815,493.0137863304651,36.20736252848352,36.94428843981639,1414.8272060274132,111.5077934598329,200.55474096938696
Sudan,527.4727577639286,46.28729862856116,122.7882625839316,137.2247007068819,52.42771272684876,941.1565344274884,36.55775447247649,43.90769695612436,2212.77648563498,111.54691470817252,193.4068526605655
Suriname,698.3837910071875,106.75896610515235,105.76197129640562,153.29361806878737,69.465851951516,666.8861837518962,78.14337043040237,23.1566361333312,2202.1130474525366,110.0297342065962,190.23292450126172
Sweden,733.8879553784188,46.94634911330648,199.52815370094305,134.26510303252266,73.16898467144206,783.6978599937685,116.02803002778232,34.496283143649535,2386.5143519454205,121.10013010751024,143.39550277607714
Switzerland,868.1664001996076,51.15075624247645,176.20938784622382,134.6400619650448,73.08559886572452,954.4118717333648,104.95426138718958,23.32354817407592,2685.4864316477765,120.5457079991532,178.9988372349158
Syrian Arab Republic,732.5732605594706,44.9778427592145,125.30061898802283,137.2738043527763,52.690960117308,1511.757964776065,38.90848197990151,29.850403075010213,2981.617044381352,108.41209988543964,199.8716078881457
Taiwan,483.6683432678719,39.832956819698,124.00232142094428,48.40065198795758,52.4130237311205,384.3113388731043,77.53286921905796,15.61541203690304,1556.354799865664,111.87977433845572,218.69810817055105
Tajikistan,380.7670151398641,24.68617331542769,113.67671542802664,102.7952450028535,68.73968904354943,620.6220098283665,28.83667911739931,63.52884150259327,1704.31519458588,111.86422588012331,188.7986003276754
Thailand,251.55779847547652,47.85903379535765,114.43398402379168,62.03403247642928,50.4971847912675,381.54374664580286,39.41858692373892,43.82123941309754,1296.265300333528,111.64644709911812,193.45324668944943
Timor-Leste,272.4793087375018,25.440042588939157,116.1579948415856,65.86815876965368,50.55964904198765,477.532273077573,22.854102823240385,51.13050047924936,1385.1439426839968,113.22730390542893,189.8946084188376
Togo,1036.5191841993444,38.385403976726245,131.58223897321355,96.54512649891775,69.13732866147237,788.9360778003181,24.52734250227929,10.590760096616991,2487.0673339397104,110.205214613788,180.63865661703437
Tokelau,494.7347766123259,38.15242255616261,115.4244733664874,80.54732014667157,58.9998394224053,576.432780292863,36.264402302449305,27.207689173746093,1744.0085084360635,111.88179512606258,204.36300943688812
Tonga,658.0875639026134,36.9260932766998,121.80575357827747,80.61730257325985,57.82616958990971,681.2982449524268,31.219949370047644,26.80740458659598,2008.792477082952,110.2977091659395,203.9062860871816
Trinidad and Tobago,633.0137212231332,107.09758808787176,111.57994474377324,153.5792501936173,69.52097442809405,767.9753977695683,96.7501311787443,20.33855258349762,2257.5967728451283,110.47427530231538,187.26693733451216
Tunisia,693.0923838201604,46.74416302639032,134.72831698772157,141.82381547597052,54.03002239774258,1069.218881901463,52.16290903539238,30.615627662304757,2545.6054600729403,110.69150202126988,212.497837744525
Turkmenistan,366.2443600128148,25.00559485967954,119.38174893046558,102.409255107761,69.2294076620719,586.272141475112,45.951608097967686,60.02342853500306,1673.5230333958746,112.06209151701287,186.94339719798532
Tuvalu,490.3219545662165,38.03052557496844,118.0448587704818,79.96047424401264,58.356443719411146,573.9354761483597,27.448739891486355,28.577345706230247,1720.8184083427534,112.1305340588629,194.01205566272304
Türkiye,505.1549800031581,75.9233648191568,118.9521978908808,141.19739198094845,53.722468033193486,920.0284288465008,71.8830374890065,18.959097960582717,2183.1981593301034,111.4761650083536,165.90102729832162
Uganda,612.4180491050696,51.04265691126359,163.03577445166476,95.4542884423776,70.10538032810184,641.3434437891935,25.67713270968042,14.437535364541672,1962.2541261964489,110.32601904354662,178.41384605100933
Ukraine,478.3119203401844,24.82449674649392,135.47309158517476,104.24670276413944,75.93371357843726,969.9419640229264,39.41672172860186,56.666970422748506,2134.616011177849,103.41296453168772,146.3874654574552
United Arab Emirates,478.514238867815,17.74381405972257,123.90110786824172,140.43992764781822,55.98310434156466,719.3247647244082,79.1919885936205,32.71309913203526,1995.0654184015184,121.72837809701592,225.5249950692762
United Kingdom,1126.8012464699257,47.839667957399065,152.2304102344916,135.74629752866963,78.41466929147755,1256.2440852424356,105.80237627099916,28.28003935523124,3216.373249759623,111.7634530245062,173.25100438448976
United Republic of Tanzania,387.9242776829496,50.48164209384704,148.1528026982964,95.27720247262376,69.6950684861018,741.6517800511265,26.86181947952797,12.751784106561,1824.3581236266057,110.78839816003172,180.77334839553905
United States Virgin Islands,728.0968183128277,106.87439202508148,116.2781010940872,154.91711944189456,69.36219458399499,549.6730486538917,102.30782324719772,21.636904354860143,2161.5410454760777,110.90563163836444,201.48901212387747
United States of America,693.1991666569669,69.51618691703031,200.3220424454564,129.0220209250514,68.97611067697682,818.4167009369286,62.68450039889797,37.2167231681926,2471.1788910438886,131.96754502191533,259.8578938964718
Uruguay,953.5721307148284,42.56068209132934,185.9022673973528,164.4326902326554,70.08480696050628,690.3436906171302,79.42654904226544,28.3290942318938,2496.901742604983,119.1613605246176,163.0884707924044
Uzbekistan,282.2759853980912,24.728101340138345,111.69053316247884,103.6426724433272,68.97942445632825,559.9796183597814,37.98511185657991,59.15314745343961,1552.6046330400948,111.58361716631111,192.586421403618
Vanuatu,488.9178439420596,37.563173977706896,110.16036918295616,80.35993527042034,58.1217632467722,570.7125539583053,24.93814519626166,29.08740997568616,1706.5237656107877,112.2404371972632,194.42213366335497
Venezuela (Bolivarian Republic of),615.3522745445279,87.135510719485,131.1856346851338,155.8398646091544,72.90480180318626,720.8327929598406,59.74300563690005,21.3754451760232,2180.483570908121,109.91210255769168,206.20213821617747
Viet Nam,236.82602945632743,12.360623779131892,111.67628081509444,68.18811381760422,47.31247891583013,428.18548078525816,31.17802073127243,27.45037930857104,1282.6327241199813,112.59312795515892,206.8621885557331
Yemen,543.6265197765655,26.489531461449197,118.81072904589324,136.0882448172149,52.50767952557473,912.9259923703388,31.169489136440987,44.62653991136522,2166.6635359045345,110.28727137333092,190.13153848635977
Zambia,619.7493404017049,50.479085542083205,143.02372741369507,94.38897387147466,69.60014181690424,694.5557422650846,28.7448292463776,10.862036382156935,1995.4758030611376,109.88160653380868,174.19031958784836
Zimbabwe,566.2884521978491,42.57217139103316,121.18561763801254,96.53597650587336,70.84142453971218,663.5575216331672,25.94449987821068,16.049277036980698,1880.185396400609,108.6404476849549,168.57000789481518
